flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Y,M,3. Bach,370970,1_Unk,Y,C,Married,U,Professional,1Low,Renter,Northeast,4,C
Y,M,3. Bach,368692,4upto45,N,F,Single,N,Blue Collar,1Low,,West,4,A
Y,F,4. Grad,265524,7above65,Y,B,Single,N,Retired,1Low,Owner,South,1,F
Y,M,2. Some College,477856,5upto55,N,B,Married,N,Professional,1Low,Owner,Northeast,1,J
Y,M,3. Bach,413271,4upto45,Y,A,Single,Y,Others,1Low,Renter,South,1,G
Y,M,3. Bach,1312360,4upto45,Y,B,Married,Y,Professional,3High,Owner,West,1,L
N,F,3. Bach,0,3upto35,Y,J,,N,Sales/Service,1Low,Owner,Midwest,4,G
Y,F,3. Bach,0,6upto65,Y,E,Married,Y,Sales/Service,1Low,,Midwest,5,G
Y,M,2. Some College,241492,5upto55,Y,J,Married,N,Professional,1Low,,West,4,A
N,M,1. HS,361389,1_Unk,Y,E,,U,Professional,1Low,Renter,South,3,E
N,F,3. Bach,233608,3upto35,Y,C,Married,Y,Professional,2Med,Owner,Midwest,2,K
N,F,2. Some College,0,3upto35,Y,G,,U,Sales/Service,1Low,Renter,West,3,F
Y,F,2. Some College,305200,3upto35,Y,C,Married,Y,Blue Collar,3High,Owner,South,7,F
Y,F,2. Some College,347165,1_Unk,Y,B,Married,N,Professional,3High,Owner,Northeast,3,I
Y,M,2. Some College,755910,4upto45,Y,E,Married,Y,Professional,1Low,Owner,Rest,1,E
Y,M,4. Grad,369426,1_Unk,Y,B,,U,Professional,3High,Owner,West,1,F
Y,F,0. lessHS,97664,3upto35,N,F,Single,Y,Blue Collar,1Low,Owner,Midwest,1,E
N,F,0. lessHS,45169,6upto65,N,I,,N,Sales/Service,1Low,Owner,South,8,B
N,M,1. HS,0,6upto65,N,A,,U,Retired,1Low,Renter,South,8,B
Y,M,1. HS,226382,6upto65,Y,I,Married,N,Blue Collar,1Low,Owner,Northeast,3,E
N,M,2. Some College,0,2upto25,N,C,,N,Blue Collar,1Low,Owner,Midwest,3,A
N,F,2. Some College,0,6upto65,N,H,Married,N,Sales/Service,1Low,Renter,Northeast,2,A
Y,M,2. Some College,0,2upto25,Y,B,,Y,Blue Collar,1Low,Owner,Midwest,3,F
N,M,2. Some College,0,5upto55,Y,G,,N,Sales/Service,1Low,,South,7,A
Y,M,2. Some College,199328,4upto45,Y,B,,U,Blue Collar,1Low,Owner,South,3,G
Y,F,1. HS,121698,4upto45,N,G,Single,Y,Sales/Service,1Low,Renter,Midwest,7,C
Y,F,0. lessHS,379974,6upto65,N,E,Married,N,Sales/Service,1Low,Owner,West,5,H
N,M,1. HS,40112,4upto45,Y,J,Married,Y,Blue Collar,1Low,Owner,South,4,E
N,M,2. Some College,207536,2upto25,Y,E,,N,Others,1Low,Owner,Northeast,3,E
Y,M,1. HS,0,1_Unk,Y,F,Married,U,Blue Collar,1Low,,Midwest,8,D
N,F,1. HS,0,5upto55,Y,G,Single,Y,Sales/Service,1Low,Renter,South,8,B
Y,M,2. Some College,220363,5upto55,Y,E,Married,Y,Blue Collar,3High,Owner,South,3,G
N,F,4. Grad,761584,5upto55,N,B,Married,Y,Professional,3High,Owner,West,1,G
Y,M,1. HS,271279,6upto65,Y,I,Married,N,Retired,1Low,Owner,South,2,F
Y,M,1. HS,652855,5upto55,Y,E,Married,Y,Sales/Service,1Low,Renter,West,2,H
N,M,,334684,6upto65,N,G,,Y,Retired,2Med,Owner,West,5,D
N,M,3. Bach,0,1_Unk,Y,A,,U,Professional,1Low,Owner,Midwest,3,E
Y,M,2. Some College,3228961,4upto45,Y,B,,Y,Professional,1Low,Owner,South,1,L
Y,M,4. Grad,1000000,6upto65,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,L
N,F,1. HS,513226,4upto45,N,F,Married,Y,Sales/Service,1Low,Renter,West,3,E
N,M,1. HS,256662,1_Unk,N,E,Single,U,Blue Collar,1Low,,Northeast,1,E
N,M,2. Some College,166928,3upto35,Y,C,Married,Y,Blue Collar,2Med,Owner,South,3,E
Y,M,0. lessHS,151976,1_Unk,Y,I,Married,U,Others,1Low,Owner,South,8,C
Y,M,1. HS,221651,3upto35,Y,B,,U,Professional,1Low,Owner,West,6,E
N,F,3. Bach,401120,1_Unk,N,B,,N,Others,3High,Owner,South,1,D
Y,M,3. Bach,407278,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,L
N,M,0. lessHS,203230,3upto35,N,E,Married,N,Professional,1Low,Owner,Northeast,3,H
N,F,2. Some College,235805,3upto35,N,E,Single,Y,Professional,1Low,,West,7,U
N,F,2. Some College,214120,4upto45,Y,B,,N,Sales/Service,2Med,Owner,Midwest,1,F
Y,M,4. Grad,0,1_Unk,N,G,Single,Y,Professional,1Low,,West,9,D
N,M,2. Some College,107910,7above65,Y,E,Married,N,Professional,1Low,Owner,South,2,F
N,F,0. lessHS,0,4upto45,Y,G,Married,Y,Sales/Service,1Low,Owner,West,5,F
N,F,1. HS,117327,7above65,N,D,,N,Retired,1Low,Owner,Northeast,7,B
N,F,0. lessHS,240999,1_Unk,Y,B,Single,N,Sales/Service,2Med,Owner,South,3,G
Y,M,3. Bach,635273,6upto65,Y,B,Married,N,Professional,3High,Owner,South,1,C
N,F,1. HS,101370,3upto35,N,F,Married,N,Sales/Service,1Low,Owner,Midwest,7,D
Y,F,3. Bach,0,5upto55,Y,G,,U,Professional,1Low,Owner,Northeast,6,E
Y,M,3. Bach,0,6upto65,N,G,,N,Professional,1Low,Renter,Northeast,7,D
Y,F,2. Some College,917235,3upto35,Y,E,,Y,Professional,3High,Owner,West,1,K
N,F,0. lessHS,589711,6upto65,Y,B,Married,U,Professional,1Low,Owner,Midwest,1,F
Y,M,4. Grad,487698,3upto35,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,J
Y,M,2. Some College,200723,6upto65,Y,I,Single,N,Sales/Service,2Med,Owner,West,3,E
N,F,0. lessHS,551540,7above65,Y,B,,U,Retired,3High,Owner,West,2,F
Y,F,4. Grad,326128,5upto55,Y,B,Married,Y,Professional,2Med,Owner,Northeast,3,H
Y,M,2. Some College,555900,6upto65,Y,B,Married,U,Professional,3High,Owner,South,1,A
N,F,1. HS,0,6upto65,Y,I,Single,Y,Sales/Service,1Low,Owner,South,3,A
N,M,2. Some College,175620,4upto45,Y,C,Married,U,Professional,1Low,Owner,South,1,G
Y,M,1. HS,61900,2upto25,Y,F,,N,Blue Collar,1Low,Owner,Midwest,8,C
Y,M,2. Some College,132191,1_Unk,Y,E,Married,Y,Sales/Service,1Low,Owner,South,4,E
N,M,3. Bach,111834,3upto35,Y,I,,N,Others,1Low,Owner,West,4,E
Y,F,3. Bach,241598,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,2,F
N,F,2. Some College,310377,2upto25,Y,E,,N,Blue Collar,1Low,Owner,Northeast,2,E
Y,M,2. Some College,130937,6upto65,Y,D,Married,Y,Farm,1Low,Owner,Midwest,5,D
N,F,0. lessHS,0,6upto65,N,H,,N,Professional,1Low,Renter,West,8,A
N,F,3. Bach,0,7above65,Y,F,,U,Retired,1Low,,Northeast,3,F
Y,M,3. Bach,971035,6upto65,Y,C,Married,Y,Professional,3High,Owner,West,1,K
N,F,2. Some College,0,5upto55,Y,A,,Y,Sales/Service,1Low,,South,3,E
Y,U,4. Grad,709284,7above65,N,C,,Y,Retired,3High,Owner,West,1,B
N,F,2. Some College,86982,6upto65,N,C,Married,U,Professional,1Low,,Midwest,4,F
Y,M,1. HS,103005,5upto55,N,C,,U,Sales/Service,1Low,Owner,Midwest,2,K
Y,F,4. Grad,142245,5upto55,Y,F,Married,Y,Professional,1Low,Owner,Northeast,3,E
N,F,3. Bach,713023,3upto35,Y,B,,N,Sales/Service,2Med,Owner,West,1,I
N,F,3. Bach,138797,5upto55,N,F,,U,Farm,1Low,,West,3,E
Y,M,3. Bach,1243537,6upto65,Y,B,,N,Professional,3High,Owner,South,1,J
N,F,3. Bach,79446,3upto35,Y,G,Married,Y,Professional,1Low,Renter,West,9,F
Y,U,4. Grad,64960,1_Unk,N,E,Married,Y,Sales/Service,1Low,Renter,Midwest,2,A
N,M,4. Grad,887641,3upto35,N,C,,Y,Professional,1Low,Owner,West,2,I
Y,M,4. Grad,277732,3upto35,Y,E,Married,Y,Blue Collar,2Med,Owner,South,1,F
Y,M,4. Grad,205868,7above65,Y,E,Married,Y,Retired,2Med,Owner,Northeast,1,E
Y,F,3. Bach,447107,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,3,E
N,F,1. HS,0,7above65,Y,B,,N,Retired,1Low,Owner,Northeast,3,H
N,M,0. lessHS,60448,7above65,N,I,Married,N,Retired,1Low,Renter,South,7,D
Y,M,3. Bach,0,4upto45,Y,J,Married,U,Farm,1Low,Owner,Northeast,2,D
N,M,2. Some College,80442,2upto25,N,F,,N,Blue Collar,1Low,Owner,South,7,D
N,M,0. lessHS,304655,1_Unk,N,G,Single,Y,Blue Collar,1Low,Renter,Northeast,9,B
Y,M,,976073,1_Unk,Y,B,,Y,Others,1Low,Owner,South,1,L
Y,M,3. Bach,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,West,7,G
Y,M,2. Some College,348463,4upto45,Y,C,Married,Y,Professional,3High,Owner,Northeast,3,G
Y,F,2. Some College,1163869,4upto45,Y,B,Married,N,Professional,1Low,Owner,South,2,J
Y,M,1. HS,206708,1_Unk,N,C,,Y,Professional,2Med,Owner,South,1,C
Y,F,4. Grad,341878,4upto45,N,E,Single,Y,Others,3High,Owner,West,5,A
N,M,1. HS,797716,7above65,Y,D,Married,N,Professional,1Low,Owner,South,1,F
N,M,2. Some College,133416,1_Unk,Y,F,Single,Y,Blue Collar,1Low,,Midwest,7,E
Y,M,0. lessHS,167260,5upto55,Y,F,Single,N,Blue Collar,1Low,Owner,Northeast,3,F
Y,M,4. Grad,1091133,4upto45,Y,C,Married,Y,Professional,1Low,Owner,South,1,L
N,M,3. Bach,322749,4upto45,Y,C,Married,Y,Blue Collar,3High,Owner,Northeast,3,G
N,F,2. Some College,0,1_Unk,Y,I,,U,Others,1Low,Owner,South,9,C
N,F,0. lessHS,227864,3upto35,N,E,Married,Y,Sales/Service,1Low,Owner,Midwest,2,F
Y,M,2. Some College,689393,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,D
Y,F,2. Some College,2870406,6upto65,Y,B,,N,Sales/Service,3High,Owner,West,3,K
Y,M,2. Some College,313757,4upto45,Y,J,Married,U,Professional,1Low,Owner,South,1,I
Y,F,2. Some College,239200,5upto55,Y,F,Married,Y,Professional,1Low,Owner,West,1,A
Y,M,4. Grad,561350,5upto55,Y,B,Married,N,Professional,3High,Owner,Northeast,1,H
Y,M,1. HS,214381,6upto65,N,G,Married,Y,Others,1Low,Renter,Midwest,2,C
N,F,1. HS,352887,6upto65,Y,B,Married,N,Retired,2Med,Owner,South,2,A
Y,M,2. Some College,209790,5upto55,Y,E,Married,N,Sales/Service,1Low,Owner,Midwest,7,G
N,M,3. Bach,434877,5upto55,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,I
N,M,3. Bach,473605,6upto65,Y,I,Married,N,Professional,3High,Owner,Midwest,3,E
Y,M,2. Some College,656943,3upto35,N,E,Married,U,Professional,1Low,Owner,West,5,E
Y,M,1. HS,732065,1_Unk,Y,B,Married,Y,Sales/Service,3High,Owner,South,5,H
N,M,4. Grad,0,6upto65,Y,G,,N,Professional,1Low,Renter,Midwest,9,D
N,U,0. lessHS,0,1_Unk,N,H,,N,Sales/Service,1Low,Renter,West,8,B
Y,M,3. Bach,363460,4upto45,Y,B,Married,U,Professional,2Med,Owner,Midwest,2,I
Y,F,2. Some College,253228,4upto45,Y,C,Married,Y,Sales/Service,1Low,,Northeast,1,H
N,F,1. HS,212342,7above65,Y,D,,N,Professional,1Low,Owner,Midwest,2,C
N,M,2. Some College,0,3upto35,Y,G,Single,N,Professional,1Low,,South,3,F
Y,M,4. Grad,448440,3upto35,Y,B,,N,Blue Collar,1Low,Owner,Northeast,1,F
Y,F,2. Some College,243179,4upto45,N,E,Married,U,Sales/Service,2Med,Owner,West,3,F
Y,M,2. Some College,0,4upto45,Y,A,Married,Y,Sales/Service,1Low,,Midwest,3,F
Y,F,1. HS,207884,6upto65,N,H,,N,Blue Collar,1Low,Owner,West,4,C
N,F,0. lessHS,42117,6upto65,N,G,,U,Retired,1Low,,South,9,F
N,M,1. HS,57552,1_Unk,N,I,Single,U,Sales/Service,1Low,Owner,South,7,B
N,F,1. HS,0,2upto25,Y,G,Single,N,Sales/Service,1Low,Renter,Northeast,5,A
Y,F,1. HS,269949,6upto65,Y,B,Married,Y,Sales/Service,1Low,Owner,Midwest,1,K
N,F,0. lessHS,91015,1_Unk,N,F,Married,Y,Sales/Service,1Low,Owner,South,7,E
N,M,0. lessHS,32427,7above65,N,I,,N,Retired,1Low,Owner,South,5,D
Y,M,1. HS,1109576,5upto55,N,B,Married,Y,Sales/Service,3High,Owner,South,1,F
Y,M,2. Some College,385206,2upto25,N,C,Married,N,Sales/Service,2Med,Owner,Northeast,1,H
N,M,1. HS,148327,5upto55,Y,I,Married,N,Blue Collar,1Low,Owner,South,6,E
Y,M,3. Bach,0,5upto55,Y,E,Single,Y,Blue Collar,1Low,,Northeast,5,I
N,M,3. Bach,0,7above65,Y,D,Married,N,Professional,1Low,Owner,West,3,E
N,F,1. HS,117807,1_Unk,N,F,Married,U,Sales/Service,1Low,Owner,South,8,C
N,F,1. HS,301330,2upto25,Y,F,,Y,Blue Collar,3High,Owner,Northeast,2,E
N,F,2. Some College,175082,4upto45,Y,E,,Y,Sales/Service,1Low,Owner,Midwest,5,D
N,F,2. Some College,384573,5upto55,Y,C,,Y,Professional,3High,Owner,South,2,I
N,F,3. Bach,1415779,7above65,N,D,Married,N,Retired,1Low,Owner,West,6,B
Y,M,4. Grad,1206902,6upto65,Y,B,Married,Y,Professional,3High,Owner,Northeast,2,J
N,F,2. Some College,87200,1_Unk,N,E,Married,Y,Sales/Service,1Low,Owner,South,9,D
N,F,1. HS,1500000,7above65,Y,E,,Y,Retired,1Low,,Midwest,2,C
N,F,2. Some College,153744,3upto35,N,F,Single,Y,Sales/Service,1Low,,West,8,C
N,F,2. Some College,123279,6upto65,N,G,,U,Sales/Service,1Low,Owner,South,3,A
N,U,1. HS,341965,4upto45,N,G,Married,U,Others,1Low,Renter,South,7,C
Y,F,3. Bach,412156,3upto35,Y,E,,N,Professional,1Low,Owner,Midwest,2,G
N,M,1. HS,152785,7above65,N,D,Married,N,Retired,1Low,Owner,Midwest,2,C
N,M,2. Some College,114880,6upto65,Y,J,,N,Sales/Service,1Low,Owner,South,2,E
N,F,0. lessHS,0,6upto65,N,J,,N,Professional,1Low,Owner,South,4,B
N,M,4. Grad,148970,7above65,Y,E,,N,Retired,1Low,Owner,South,5,E
N,M,3. Bach,949608,5upto55,Y,B,,Y,Professional,3High,Owner,Northeast,1,K
Y,M,2. Some College,226440,7above65,Y,D,Married,N,Others,1Low,Owner,Northeast,1,E
Y,F,2. Some College,519450,2upto25,Y,B,,U,Professional,2Med,Owner,West,1,J
Y,M,4. Grad,654000,1_Unk,Y,D,,N,Professional,1Low,Owner,West,2,E
N,F,1. HS,30171,5upto55,Y,G,,N,Sales/Service,1Low,Owner,Northeast,8,B
Y,F,3. Bach,0,6upto65,N,G,Married,Y,Professional,1Low,Renter,Northeast,8,A
N,M,1. HS,0,5upto55,Y,G,Married,Y,Professional,1Low,Renter,Northeast,7,G
Y,M,4. Grad,546596,7above65,Y,A,Married,N,Professional,1Low,Renter,Midwest,5,H
N,F,1. HS,427770,7above65,Y,B,Married,N,Retired,2Med,Owner,Northeast,1,H
N,M,2. Some College,31392,1_Unk,N,J,Married,U,Others,1Low,Owner,South,3,D
Y,M,2. Some College,0,3upto35,Y,C,Married,Y,Sales/Service,3High,Owner,Midwest,2,K
Y,F,3. Bach,234644,6upto65,N,E,Married,N,Professional,1Low,Owner,South,2,G
N,F,4. Grad,0,3upto35,N,G,Single,Y,Professional,1Low,Renter,Northeast,4,H
Y,M,3. Bach,977304,3upto35,Y,B,,N,Professional,1Low,Owner,South,1,H
N,F,3. Bach,211090,5upto55,Y,E,Married,Y,Professional,1Low,Renter,Midwest,1,G
N,M,2. Some College,232649,1_Unk,N,C,Married,Y,Sales/Service,2Med,Owner,Midwest,2,H
Y,M,3. Bach,1272302,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,1,H
N,U,4. Grad,77063,1_Unk,N,F,,Y,Sales/Service,1Low,Owner,Northeast,6,E
N,M,4. Grad,0,3upto35,N,J,,Y,Sales/Service,1Low,Owner,Midwest,5,K
N,F,1. HS,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,Midwest,5,B
Y,F,1. HS,271922,1_Unk,N,E,Married,Y,Sales/Service,1Low,,Rest,7,E
N,F,1. HS,531178,1_Unk,Y,F,,Y,Sales/Service,1Low,Renter,West,8,E
N,M,3. Bach,131181,5upto55,N,B,,N,Professional,1Low,Owner,South,5,D
Y,M,2. Some College,171315,3upto35,N,G,Single,Y,Sales/Service,1Low,Owner,South,4,E
Y,M,3. Bach,455620,4upto45,Y,C,Married,Y,Blue Collar,3High,Owner,Northeast,1,F
N,M,3. Bach,598301,7above65,N,B,Married,U,Professional,2Med,Owner,South,1,G
N,F,3. Bach,533337,1_Unk,Y,B,,U,Professional,1Low,Owner,South,1,D
Y,M,3. Bach,537261,4upto45,Y,C,Married,Y,Sales/Service,1Low,Owner,South,1,K
N,F,2. Some College,129710,7above65,Y,I,,N,Retired,1Low,Owner,West,2,D
N,M,2. Some College,98100,3upto35,Y,B,,U,Professional,1Low,Owner,Midwest,3,E
Y,F,3. Bach,713440,5upto55,Y,B,,Y,Professional,1Low,,West,1,F
N,U,0. lessHS,169386,1_Unk,N,E,Married,Y,Blue Collar,2Med,Owner,South,8,E
N,M,2. Some College,71940,4upto45,N,F,Married,Y,Blue Collar,1Low,Owner,Midwest,5,C
N,M,2. Some College,125198,2upto25,Y,C,,Y,Blue Collar,1Low,Owner,Midwest,4,E
Y,F,4. Grad,540531,6upto65,Y,B,,N,Professional,1Low,Owner,South,3,K
N,F,0. lessHS,0,4upto45,N,G,Married,Y,Sales/Service,1Low,Renter,South,8,A
N,M,2. Some College,204381,1_Unk,N,F,Married,U,Professional,1Low,,Midwest,5,E
N,F,1. HS,0,5upto55,N,E,Married,U,Sales/Service,1Low,Renter,Northeast,7,A
Y,F,3. Bach,463713,6upto65,Y,B,Single,N,Professional,1Low,,West,2,I
N,M,2. Some College,1104671,2upto25,Y,C,,U,Professional,3High,Owner,West,1,I
N,M,0. lessHS,282059,1_Unk,Y,E,,U,Sales/Service,3High,Owner,Midwest,1,I
Y,M,1. HS,240345,4upto45,N,G,Married,Y,Professional,1Low,Renter,Midwest,7,E
N,M,1. HS,0,7above65,Y,D,,N,Retired,1Low,Owner,Midwest,5,C
N,F,1. HS,45256,3upto35,Y,I,,Y,Sales/Service,1Low,Owner,South,3,A
Y,F,1. HS,0,1_Unk,Y,J,Married,U,Sales/Service,1Low,Owner,West,8,D
N,F,2. Some College,174018,1_Unk,Y,E,,N,Sales/Service,1Low,Owner,Midwest,1,I
N,M,2. Some College,290376,3upto35,Y,E,,N,Sales/Service,1Low,Owner,Midwest,3,F
Y,M,3. Bach,365150,4upto45,Y,C,Married,Y,Professional,1Low,Owner,West,1,K
Y,M,1. HS,61650,1_Unk,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,7,F
Y,M,3. Bach,768995,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,3,F
Y,M,3. Bach,202659,3upto35,Y,C,Married,Y,Professional,2Med,Owner,South,2,E
N,F,2. Some College,539397,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,I
Y,M,4. Grad,0,5upto55,N,B,Married,U,Professional,1Low,Owner,Northeast,1,B
N,M,4. Grad,2557990,4upto45,Y,B,Married,Y,Professional,1Low,,Northeast,4,K
Y,M,2. Some College,93391,6upto65,Y,E,,Y,Professional,1Low,Owner,South,4,E
N,F,2. Some College,98024,6upto65,N,G,Married,N,Sales/Service,1Low,Renter,South,5,D
Y,M,,0,6upto65,Y,E,,N,Professional,1Low,,South,3,E
N,F,2. Some College,253252,3upto35,N,F,Single,Y,Professional,2Med,Owner,West,2,E
Y,F,4. Grad,363733,3upto35,N,C,,N,Professional,2Med,Owner,West,1,J
N,M,1. HS,582681,7above65,Y,I,Married,N,Sales/Service,1Low,Owner,South,8,C
Y,M,4. Grad,0,3upto35,Y,A,Single,U,Professional,1Low,Renter,Northeast,7,L
Y,M,3. Bach,219613,3upto35,Y,E,Married,Y,Blue Collar,3High,Owner,South,2,F
N,F,1. HS,197998,6upto65,Y,B,Married,Y,Blue Collar,2Med,Owner,Midwest,1,G
Y,M,,247732,1_Unk,Y,C,,Y,Others,1Low,Renter,South,2,H
Y,F,2. Some College,152901,6upto65,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,1,E
Y,M,2. Some College,54881,5upto55,N,E,Married,U,Blue Collar,1Low,Owner,South,7,F
Y,F,2. Some College,179424,4upto45,N,G,Married,Y,Professional,1Low,,Northeast,8,E
N,M,0. lessHS,345312,5upto55,Y,C,Married,Y,Blue Collar,3High,Owner,West,2,F
Y,M,0. lessHS,101372,4upto45,Y,E,Married,Y,Professional,1Low,Owner,Midwest,1,E
N,F,1. HS,197120,1_Unk,N,F,,U,Sales/Service,1Low,,Northeast,6,D
N,M,1. HS,456873,6upto65,Y,B,Married,N,Blue Collar,1Low,Owner,West,1,F
N,F,,536280,1_Unk,Y,A,Single,N,Sales/Service,1Low,Owner,West,6,E
Y,M,4. Grad,355983,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,2,J
Y,M,3. Bach,0,6upto65,Y,J,,N,Professional,1Low,Owner,South,8,E
N,U,0. lessHS,54880,1_Unk,N,I,,Y,Blue Collar,1Low,,South,8,F
Y,F,3. Bach,115779,3upto35,Y,F,Single,U,Professional,1Low,Renter,South,3,E
Y,F,3. Bach,352070,1_Unk,Y,C,Married,U,Sales/Service,3High,Owner,South,2,E
N,M,4. Grad,143667,1_Unk,N,A,,U,Sales/Service,1Low,,South,7,E
Y,M,2. Some College,0,4upto45,Y,E,Married,Y,Blue Collar,1Low,Renter,West,8,D
N,M,2. Some College,0,3upto35,N,A,Single,U,Sales/Service,1Low,Renter,West,4,E
N,F,2. Some College,88017,7above65,N,F,,Y,Retired,1Low,Renter,South,9,C
Y,F,2. Some College,327000,5upto55,Y,C,Married,Y,Professional,3High,Owner,Midwest,2,E
Y,M,3. Bach,116104,5upto55,Y,I,Married,U,Professional,1Low,Owner,South,1,D
N,F,2. Some College,99506,7above65,N,D,,N,Retired,1Low,Owner,South,4,E
N,F,3. Bach,91963,4upto45,Y,I,,Y,Sales/Service,1Low,Owner,South,7,E
N,M,3. Bach,206794,4upto45,N,C,,Y,Blue Collar,1Low,Owner,South,4,F
N,F,0. lessHS,42193,2upto25,N,I,,Y,Blue Collar,1Low,Owner,South,8,C
Y,M,4. Grad,351034,7above65,Y,B,,U,Retired,1Low,Owner,Midwest,1,H
Y,M,2. Some College,850445,2upto25,Y,C,Married,N,Sales/Service,3High,Owner,Northeast,2,J
Y,F,3. Bach,700192,6upto65,Y,B,,Y,Professional,3High,Owner,South,1,I
Y,F,3. Bach,222068,5upto55,Y,F,Married,Y,Professional,2Med,Owner,West,2,D
N,M,0. lessHS,0,1_Unk,Y,E,,Y,Sales/Service,1Low,Renter,South,8,A
N,M,2. Some College,135835,4upto45,Y,C,Married,Y,Blue Collar,1Low,Owner,South,5,D
Y,M,2. Some College,484014,4upto45,Y,C,Married,Y,Blue Collar,2Med,Owner,Northeast,1,F
Y,M,2. Some College,0,4upto45,Y,J,Married,Y,Sales/Service,1Low,Owner,South,3,F
N,M,2. Some College,0,1_Unk,N,F,Single,Y,Sales/Service,1Low,Owner,West,9,B
Y,M,1. HS,223460,5upto55,N,E,Married,Y,Blue Collar,1Low,Owner,South,3,E
N,F,1. HS,412020,7above65,N,C,,U,Retired,1Low,Owner,Northeast,2,F
N,F,1. HS,73575,6upto65,Y,E,Married,Y,Others,1Low,Owner,Midwest,3,E
Y,M,4. Grad,157428,7above65,Y,D,Married,U,Retired,1Low,Owner,South,3,D
N,F,0. lessHS,0,7above65,N,H,,N,Retired,1Low,Renter,Northeast,6,A
Y,F,0. lessHS,91809,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,South,9,E
N,M,3. Bach,926227,5upto55,Y,C,Married,Y,Professional,1Low,Owner,West,1,J
Y,F,3. Bach,142441,3upto35,Y,B,Married,N,Professional,1Low,Owner,South,1,E
N,F,1. HS,178345,1_Unk,N,I,Single,N,Professional,1Low,Owner,South,4,E
Y,M,,295084,1_Unk,Y,E,,N,Sales/Service,1Low,Owner,Midwest,5,A
N,M,4. Grad,491862,1_Unk,Y,C,,Y,Others,3High,Owner,South,1,I
N,M,2. Some College,215820,2upto25,Y,E,,Y,Others,1Low,Owner,Midwest,4,G
Y,U,2. Some College,388314,6upto65,Y,H,,N,Sales/Service,3High,Owner,South,2,C
N,F,0. lessHS,0,1_Unk,N,E,Single,Y,Sales/Service,1Low,Renter,West,9,K
N,F,0. lessHS,0,7above65,N,H,,N,Retired,1Low,Renter,Northeast,5,C
N,M,2. Some College,174618,1_Unk,N,G,,Y,Sales/Service,1Low,,South,8,D
Y,M,2. Some College,17712,2upto25,N,G,Single,N,Sales/Service,1Low,Renter,Northeast,5,F
Y,F,1. HS,442104,5upto55,Y,E,,Y,Sales/Service,2Med,Owner,Northeast,4,I
Y,M,4. Grad,0,1_Unk,N,A,Single,N,Professional,1Low,Renter,Northeast,9,F
Y,F,3. Bach,499165,3upto35,Y,C,Married,Y,Blue Collar,3High,Owner,West,4,F
Y,M,3. Bach,566595,4upto45,Y,A,Married,U,Professional,1Low,,South,1,E
Y,F,3. Bach,0,6upto65,Y,H,,N,Professional,1Low,,South,5,F
N,M,4. Grad,716130,4upto45,Y,B,Married,Y,Sales/Service,3High,Owner,West,1,E
N,F,1. HS,770455,1_Unk,Y,C,,Y,Sales/Service,1Low,Owner,South,1,A
Y,M,3. Bach,280275,5upto55,N,D,,N,Professional,1Low,Renter,South,1,J
N,M,1. HS,190357,7above65,Y,D,Married,N,Others,1Low,Owner,Midwest,2,G
Y,F,4. Grad,1934433,5upto55,Y,B,Married,Y,Professional,1Low,Owner,South,1,L
N,M,0. lessHS,782838,7above65,N,E,Married,U,Retired,3High,Owner,Rest,1,G
N,M,4. Grad,0,6upto65,Y,H,Single,N,Sales/Service,1Low,Renter,Northeast,5,D
N,F,1. HS,125895,5upto55,N,G,,N,Sales/Service,1Low,Owner,South,9,D
Y,F,4. Grad,0,7above65,Y,H,,N,Retired,1Low,Owner,South,3,E
Y,M,4. Grad,0,7above65,Y,H,,N,Retired,1Low,,Northeast,3,C
Y,F,3. Bach,0,5upto55,Y,G,Married,N,Others,1Low,Renter,Northeast,2,B
N,F,3. Bach,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,,South,8,A
N,F,4. Grad,0,3upto35,N,G,Married,Y,Sales/Service,1Low,Renter,South,4,C
N,M,2. Some College,0,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,South,1,F
N,M,1. HS,88584,7above65,N,I,,Y,Retired,1Low,Owner,South,7,E
N,M,2. Some College,129987,1_Unk,Y,F,Single,U,Blue Collar,1Low,Renter,Northeast,9,D
Y,M,2. Some College,0,1_Unk,N,G,Single,Y,Professional,1Low,Renter,South,9,D
Y,F,3. Bach,684520,5upto55,Y,A,Married,Y,Professional,1Low,Renter,West,2,A
